section,root,menu_path,slug,page_title,url,position,kind,title,characters,sha256,preview
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 自定义组件 > 自定义组件复用 > 全局复用：集中化的组件回收与复用,arkts-global-reuse-pool,全局复用：集中化的组件回收与复用,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-global-reuse-pool,3,note,,76,cd6ee04b294a2ad0fd21ba49c51d1b85131d18ab5b137bd0668eb8f4207765d1,preRender仅将池配置为接受的组件放入其中。预渲染复用池不接受的组件会立即创建并销毁。预渲染期间不会从全局池中复用组件；复用池仅接受新创建的实例。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 自定义组件 > 自定义组件复用 > 自定义组件复用开发实践,arkts-component_reuse,自定义组件复用开发实践,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-component_reuse,1,note,,148,6e9b1293c2c960880bac371f6505918df6479377fe09e085a134e12fbb4519c9,本文以列表相关场景为例介绍，但实际只要发生了自定义组件的销毁和再创建，都可以考虑使用组件复用。包括以下情形： 滑动场景下对子组件进行频繁创建和销毁。例如List、Grid、WaterFlow、Swiper等布局容器中的滑动。 界面中反复切换条件渲染的控制分支，且控制分支中的子组件树结构比较复杂。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 自定义组件 > 自定义组件复用 > 自定义组件复用开发实践,arkts-component_reuse,自定义组件复用开发实践,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-component_reuse,2,caution,,106,7ec7e6133d99ac877376e4708306662fa822b41e189b56c0347746efef3e34f6,@Reusable修饰的组件需要布局在同一个父自定义组件（后文简称“父组件”）下才能实现缓存复用。 不建议在@Reusable修饰的组件中嵌套使用另一个@Reusable组件。 更多注意事项参考指南 限制条件 。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 自定义组件 > 自定义组件复用 > 自定义组件复用开发实践,arkts-component_reuse,自定义组件复用开发实践,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-component_reuse,3,note,,108,ed888f8ec20abb0d4def814405d8b6effeee714f86e8841ee0d2f8054ad681e2,使用 @Builder 而非直接嵌套子组件的原因如下: 由于缓存池位于自定义组件上，嵌套子组件后会将缓存池分割，导致复用不生效。而使用@Builder可以使内部的自定义组件依然汇聚在同一个缓存池里，从而实现相互复用。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 自定义组件 > 自定义组件复用 > 自定义组件复用开发实践,arkts-component_reuse,自定义组件复用开发实践,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-component_reuse,4,note,,191,3308323ce4d089713e193e4e5ffbab9a1dd9a0700a5fb2ede153c15fd89d64a8,为什么不使用Tabs+List，而是用Swiper+List组件实现？ 当前Tabs内容页不支持使用LazyForEach()，只能使用ForEach+TabContent。如果使用ForEach()，Tabs页面显示时会一次性将所有的TabContent创建，TabContent子页面切换时也不会执行aboutToDisappear()，无法回收组件，进而
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 自定义组件 > 自定义组件复用 > 自定义组件复用开发实践,arkts-component_reuse,自定义组件复用开发实践,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-component_reuse,5,caution,,122,01cf1114354db218a246ae19d0eb13157afc7513d515c61334426ff0737e2962,getNode()方法中，如果找到的NodeItem父结点不为空（说明未完全下树），需要继续遍历查找下一个有效的NodeItem对象。 recycleNode()方法中，需要对NodeItem对象属性重置，使节点内容还原，避免复用显示异常情况。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 自定义组件 > 自定义组件复用 > 自定义组件复用开发实践,arkts-component_reuse,自定义组件复用开发实践,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-component_reuse,6,caution,,151,1439663558b633088262fffdbc58faa0ea7ea2c74db0abc02aa2e49b17c22cd3,需要根据业务准确预估组件预创建耗时，同时将业务逻辑颗粒度拆小，以便能够分到多个onIdle()时机中完成。例如，单个组件预创建耗时在2ms左右，帧尾空闲时间只有1ms，那么就不能在当前帧进行预创建，而是延迟到下一帧中执行。 需要合理控制自定义组件复用池中预创建的数量，否则内存占用较多，可能会影响性能。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 自定义组件 > 自定义组件冻结 > 自定义组件冻结功能（V1）,arkts-custom-components-freeze,自定义组件冻结功能（V1）,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-custom-components-freeze,1,note,,151,6500b5a69acddc6f22d1345d30557ee5ea131d3ca7e07530147d56d1f1485d7a,从API version 11开始，支持自定义组件冻结功能。 从API version 18开始，支持自定义组件冻结混用场景。 从API version 20开始，通过配置 BuilderNode 的 inheritFreezeOptions 接口为true，实现BuilderNode继承冻结的能力。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 自定义组件 > 自定义组件冻结 > 自定义组件冻结功能（V1）,arkts-custom-components-freeze,自定义组件冻结功能（V1）,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-custom-components-freeze,2,note,,118,75ae3422ead614df53f932da6e3922ac8e4bf77b8b259e4dd4df25caf3fb5379,本示例使用了router进行页面跳转，建议开发者使用组件导航(Navigation)代替页面路由(router)来实现页面切换。Navigation提供了更多的功能和更灵活的自定义能力。请参考 使用Navigation的组件冻结用例 。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 自定义组件 > 自定义组件冻结 > 自定义组件冻结功能（V2）,arkts-custom-components-freezev2,自定义组件冻结功能（V2）,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-custom-components-freezev2,1,note,,305,f4012bf9cbb787f0bcec0a72af01eb1927b8629ceef423e9147088aacd0369b5,从API version 12开始，支持@ComponentV2装饰的自定义组件冻结功能。 从API version 18开始，支持自定义组件冻结混用场景。 从API version 22开始，通过将 BuilderNode 的 inheritFreezeOptions 配置为true，可实现如下场景：当父组件启用组件冻结，且组件树的中间层级启用了Build
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 自定义组件 > 自定义组件冻结 > 自定义组件冻结功能（V2）,arkts-custom-components-freezev2,自定义组件冻结功能（V2）,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-custom-components-freezev2,2,note,,118,75ae3422ead614df53f932da6e3922ac8e4bf77b8b259e4dd4df25caf3fb5379,本示例使用了router进行页面跳转，建议开发者使用组件导航(Navigation)代替页面路由(router)来实现页面切换。Navigation提供了更多的功能和更灵活的自定义能力。请参考 使用Navigation的组件冻结用例 。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 自定义组件 > 自定义组件冻结 > 自定义组件冻结功能（V2）,arkts-custom-components-freezev2,自定义组件冻结功能（V2）,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-custom-components-freezev2,3,note,,33,a21aab92e33f6d51082edcaaec1b7f3660900d14b7905c9c3d6d5aa12854eac2,Repeat从API version 18开始支持自定义组件冻结。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 组件封装,arkts-component-encapsulation,组件封装,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-component-encapsulation,1,note,,116,17eaf176e86ccb8518681af6fd4445f6b75a60bc6685e9cf82b08eb2172fcf99,AttributeModifier应用在系统组件上，暂不支持修改自定义组件的属性。 AttributeModifier实例可以跨文件导出复用，支持多态样式下的属性/事件修改。 更多参考 AttributeModifier使用说明 。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 组件封装,arkts-component-encapsulation,组件封装,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-component-encapsulation,2,note,,112,d4f31ed7c992357eedd9a01f2ffb28b0b992caca9a2d11473ee823d117352510,使用wrapBuilder方法有以下限制： wrapBuilder方法只支持传入全局@Builder方法。 wrapBuilder方法返回的WrappedBuilder对象的builder属性方法只能在struct内部使用。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 组件扩展 > 组件扩展概述,arkts-extend-components-overview,组件扩展概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-extend-components-overview,1,note,,63,afe887bc3a7723f754e308ae99c6a8ac7ca9348ef00daa61448fe4192490f27d,@Builder装饰器是@BuilderParam装饰器、@LocalBuilder装饰器和wrapBuilder机制的基石。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 组件扩展 > @Builder装饰器：自定义构建函数,arkts-builder,@Builder装饰器：自定义构建函数,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-builder,1,note,,88,264519cfd673f40901f94e6e8eccf57896bb580ee3b54068437da656bc8395fd,从API version 7开始支持。 从API version 9开始，该装饰器支持在ArkTS卡片中使用。 从API version 11开始，该装饰器支持在元服务中使用。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 组件扩展 > @LocalBuilder装饰器： 维持组件关系,arkts-localbuilder,@LocalBuilder装饰器： 维持组件关系,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-localbuilder,1,note,,90,d6c7ba6dd4db44da4bc325762618243de46fd35f93c8e6586b530ed8e3c929f1,从API version 12开始支持。 从API version 12开始，该装饰器支持在ArkTS卡片中使用。 从API version 12开始，该装饰器支持在元服务中使用。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 组件扩展 > @LocalBuilder装饰器： 维持组件关系,arkts-localbuilder,@LocalBuilder装饰器： 维持组件关系,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-localbuilder,2,note,,69,ab7fe53b6d3d366579b1b12f707928f3ad1d1039f1da32dce3a6b2f817f61fad,bind()方法创建一个新的函数，称为绑定函数，当调用者绑定bind()时，该绑定函数会以创建时传入的第一个this作为原函数的this。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 组件扩展 > @LocalBuilder装饰器： 维持组件关系,arkts-localbuilder,@LocalBuilder装饰器： 维持组件关系,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-localbuilder,3,note,,127,2fcfb4d3a26d11fad95e777a20ae612b1601faa23a96d55e82901ecce71f5a2e,若@LocalBuilder函数和$$参数一起使用，子组件调用父组件的@LocalBuilder函数，子组件传入的参数发生变化，不会引起@LocalBuilder函数内的UI刷新。见常见错误 @LocalBuilder函数和$$参数一起使用UI不刷新 。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 组件扩展 > @BuilderParam装饰器：引用@Builder函数,arkts-builderparam,@BuilderParam装饰器：引用@Builder函数,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-builderparam,1,note,,88,264519cfd673f40901f94e6e8eccf57896bb580ee3b54068437da656bc8395fd,从API version 7开始支持。 从API version 9开始，该装饰器支持在ArkTS卡片中使用。 从API version 11开始，该装饰器支持在元服务中使用。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 组件扩展 > @BuilderParam装饰器：引用@Builder函数,arkts-builderparam,@BuilderParam装饰器：引用@Builder函数,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-builderparam,2,note,,53,679305fe6549a3e335e856a83a9b04b00069a65f4778de6003168a6b2918e527,此场景下自定义组件内仅有一个使用@BuilderParam装饰的属性。 此场景下自定义组件不支持通用属性。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 组件扩展 > @BuilderParam装饰器：引用@Builder函数,arkts-builderparam,@BuilderParam装饰器：引用@Builder函数,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-builderparam,3,note,,50,5a934ca040e02cb0a9cca0991a39fb8afc34b20b36d02ef023ddba35e45adaad,当前示例代码中使用了Navigation组件导航，具体实现逻辑可以查询 Navigation 指南。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 组件扩展 > wrapBuilder：封装全局@Builder,arkts-wrapbuilder,wrapBuilder：封装全局@Builder,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-wrapbuilder,1,note,,115,c817f578323fb69169e6f690519b2c9fa799389b3fbd0b96df05259264073f04,从API version 11开始支持。 从API version 12开始，wrapBuilder支持在元服务中使用。 从API version 22开始，推荐开发者使用 mutableBuilder ，支持二次赋值后刷新UI。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 组件扩展 > wrapBuilder：封装全局@Builder,arkts-wrapbuilder,wrapBuilder：封装全局@Builder,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-wrapbuilder,2,note,,45,e3bcadb3ae1edeefec7b17804ecb14d5be6f239fb14c0685540a3ec22842d5d0,模板参数Args extends Object[]需要匹配@Builder函数参数的类型。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 组件扩展 > mutableBuilder：实现全局@Builder动态更新,arkts-mutablebuilder,mutableBuilder：实现全局@Builder动态更新,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-mutablebuilder,1,note,,100,55e2e598571c4c664f95133bc9d10a65ebea1152249caae609f7ef2bcbd603de,从API version 22开始，开发者可以使用mutableBuilder实现全局@Builder的动态切换。 从API version 22开始，mutableBuilder支持在元服务中使用。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 组件扩展 > mutableBuilder：实现全局@Builder动态更新,arkts-mutablebuilder,mutableBuilder：实现全局@Builder动态更新,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-mutablebuilder,2,note,,45,e3bcadb3ae1edeefec7b17804ecb14d5be6f239fb14c0685540a3ec22842d5d0,模板参数Args extends Object[]需要匹配@Builder函数参数的类型。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 组件扩展 > @Styles装饰器：定义组件重用样式,arkts-style,@Styles装饰器：定义组件重用样式,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-style,1,note,,88,285d8140a73a31a8410f917a224de5c8869e203fb99c0f44522fd83de576cc14,从API version 9开始支持。 从API version 9开始，该装饰器支持在ArkTS卡片中使用。 从API version 11开始，该装饰器支持在元服务中使用。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 组件扩展 > @Styles装饰器：定义组件重用样式,arkts-style,@Styles装饰器：定义组件重用样式,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-style,2,note,,63,97108700dacd4fa0dccbd61ffe34340d791c17b88183a59ddb8e8ba414c48441,只能在当前文件内使用@Styles，不支持export。 若需要实现样式导出，推荐使用 AttributeModifier 。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 组件扩展 > @Extend装饰器：定义扩展组件样式,arkts-extend,@Extend装饰器：定义扩展组件样式,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-extend,1,note,,88,285d8140a73a31a8410f917a224de5c8869e203fb99c0f44522fd83de576cc14,从API version 9开始支持。 从API version 9开始，该装饰器支持在ArkTS卡片中使用。 从API version 11开始，该装饰器支持在元服务中使用。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 组件扩展 > @Extend装饰器：定义扩展组件样式,arkts-extend,@Extend装饰器：定义扩展组件样式,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-extend,2,note,,56,fd4b5ee1e4f3351c09220313ea40c2cc08038df8e0fd0191ce607a8b02bff6d1,仅限在当前文件内使用，不支持导出。 如果要实现export功能，推荐使用 AttributeModifier 。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 组件扩展 > stateStyles：多态样式,arkts-statestyles,stateStyles：多态样式,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-statestyles,1,note,,126,35299ba2c41a5e495fb44fb7ad4149bcfb80e64d25bf9f60b5c946fc71a0fd78,多态样式仅支持通用属性。如果多态样式不生效，则该属性可能为组件的私有属性，例如： fontColor 、 TextInput 组件的 backgroundColor 等。此时，可以通过 attributeModifier 动态设置组件属性来解决此问题。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 组件扩展 > stateStyles：多态样式,arkts-statestyles,stateStyles：多态样式,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-statestyles,2,note,,46,066ec63412ec9bab778ad1d6341139322a051aaf9d94ea2f334a971013def4a1,获焦态目前仅支持通过外接键盘的Tab键或方向键触发，不支持在嵌套滚动组件场景下通过按键触发。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > 组件扩展 > @AnimatableExtend装饰器：定义可动画属性,arkts-animatable-extend,@AnimatableExtend装饰器：定义可动画属性,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-animatable-extend,1,note,,87,565eb24f0d1e2b26d8cca2684027ed8cb500c60f35ac1262c6a20c19c099e09a,该装饰器从API version 10开始支持。后续版本如有新增内容，则采用上角标单独标记该内容的起始版本。 从API version 11开始，该装饰器支持在元服务中使用。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式基本语法 > @Require装饰器：校验构造传参,arkts-require,@Require装饰器：校验构造传参,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-require,1,note,,176,90140661cf03c268b4dd1783a213dfdc0ce894b3572adea57fc6f2a0ceb6696b,从API version 11开始对@Prop/@BuilderParam进行校验。 从API version 11开始，该装饰器支持在ArkTS卡片中使用。 从API version 11开始，该装饰器支持在元服务中使用。 从API version 12开始对@State/@Provide/@Param/普通变量（无状态装饰器修饰的变量）进行校验。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式状态管理 > 状态管理概述,arkts-state-management-overview,状态管理概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-state-management-overview,1,note,,47,3c6d7c703509d2b27247043cd393b1361732339dfb96dc3aa400a11c05fe92d1,当前状态管理的功能仅支持在UI主线程使用，不能在子线程、Worker、TaskPool中使用。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式状态管理 > 状态管理概述,arkts-state-management-overview,状态管理概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-state-management-overview,2,note,,73,22376262ab19625b96c22de27358db95a14d55219eac028fdd14ecaaa9fd1cb4,仅 @Observed/@ObjectLink 可以观察嵌套场景，其他的状态变量仅能观察第一层，详情见各个装饰器章节的“观察变化和行为表现”小节。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式状态管理 > 状态管理原理介绍,arkts-state-management-introduce,状态管理原理介绍,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-state-management-introduce,1,note,,14,e6e39cb17567d87f00a8dfcc84d887471f45581119c1d03265c99b2d0dfd3855,更新是以自定义组件为单位的。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式状态管理 > 状态管理（V1） > 管理组件拥有的状态 > @State装饰器：组件内状态,arkts-state,@State装饰器：组件内状态,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-state,1,note,,68,640342234a674e2beb0d5e26b4ba1c7e2066b42299bb2f45e254f84c313c00b0,从API version 9开始，该装饰器支持在ArkTS卡片中使用。 从API version 11开始，该装饰器支持在元服务中使用。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式状态管理 > 状态管理（V1） > 管理组件拥有的状态 > @State装饰器：组件内状态,arkts-state,@State装饰器：组件内状态,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-state,2,note,,32,2d6f39f3dff96d91ab112d17b1a0b9a557277f803a433f271ff8fc735dab5e42,从API version 11开始，@State支持Map类型。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式状态管理 > 状态管理（V1） > 管理组件拥有的状态 > @State装饰器：组件内状态,arkts-state,@State装饰器：组件内状态,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-state,3,note,,32,a0d45cf179d887dc39e2454d42d0596b98e00ea3eca329757da71548a90f2ef4,从API version 11开始，@State支持Set类型。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式状态管理 > 状态管理（V1） > 管理组件拥有的状态 > @Prop装饰器：父子单向同步,arkts-prop,@Prop装饰器：父子单向同步,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-prop,1,note,,68,640342234a674e2beb0d5e26b4ba1c7e2066b42299bb2f45e254f84c313c00b0,从API version 9开始，该装饰器支持在ArkTS卡片中使用。 从API version 11开始，该装饰器支持在元服务中使用。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式状态管理 > 状态管理（V1） > 管理组件拥有的状态 > @Prop装饰器：父子单向同步,arkts-prop,@Prop装饰器：父子单向同步,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-prop,2,note,,90,2c034f6845c22aeda8d8fe0b0e8f2a792ae922652bc3d67a623bcac9f663335b,@Prop同步数据源依赖于数据源所在组件的刷新，而应用进入后台后无法触发刷新，因此应用进入后台后，@Prop无法从数据源更新。在此场景下，若需即时数据同步，推荐使用@Link代替。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式状态管理 > 状态管理（V1） > 管理组件拥有的状态 > @Prop装饰器：父子单向同步,arkts-prop,@Prop装饰器：父子单向同步,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-prop,3,note,,31,53112ae9f39bec805c14a8ebee883d4a1723aa5324600e7901b2bd219036b9de,从API version 11开始，@Prop支持Map类型。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式状态管理 > 状态管理（V1） > 管理组件拥有的状态 > @Prop装饰器：父子单向同步,arkts-prop,@Prop装饰器：父子单向同步,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-prop,4,note,,31,d03f0fdc2acaacd78c6b70f46e12bb6a2ec09019ccb1c455df5f90e9fcbe19f5,从API version 11开始，@Prop支持Set类型。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式状态管理 > 状态管理（V1） > 管理组件拥有的状态 > @Link装饰器：父子双向同步,arkts-link,@Link装饰器：父子双向同步,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-link,1,note,,68,640342234a674e2beb0d5e26b4ba1c7e2066b42299bb2f45e254f84c313c00b0,从API version 9开始，该装饰器支持在ArkTS卡片中使用。 从API version 11开始，该装饰器支持在元服务中使用。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式状态管理 > 状态管理（V1） > 管理组件拥有的状态 > @Link装饰器：父子双向同步,arkts-link,@Link装饰器：父子双向同步,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-link,2,note,,67,d013d22f35f5946110d40b8c736005e81e12411bf2cadd0a28ddd0bc42733809,从API version 23开始，添加对@Link数据源错误的校验，运行时错误变为编译期报错。详情参见 UI相关应用崩溃常见问题 。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式状态管理 > 状态管理（V1） > 管理组件拥有的状态 > @Link装饰器：父子双向同步,arkts-link,@Link装饰器：父子双向同步,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-link,3,note,,31,a86e83c8f604e71b0b32e7af135b11de0bd4677c6416da6d59ce5022c166ea68,从API version 11开始，@Link支持Map类型。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式状态管理 > 状态管理（V1） > 管理组件拥有的状态 > @Link装饰器：父子双向同步,arkts-link,@Link装饰器：父子双向同步,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-link,4,note,,31,0e17c900a3a2899df495771f98537c354de2f644e5c1689d3d25d19250949975,从API version 11开始，@Link支持Set类型。
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式状态管理 > 状态管理（V1） > 管理组件拥有的状态 > @Provide装饰器和@Consume装饰器：与后代组件双向同步,arkts-provide-and-consume,@Provide装饰器和@Consume装饰器：与后代组件双向同步,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-provide-and-consume,1,note,,547,b8ac5bb872c005c93c093fcbf4405592d040c946f0ce634d4f941ccff122500a,从API version 9开始，这两个装饰器支持在ArkTS卡片中使用。 从API version 11开始，这两个装饰器支持在元服务中使用。 API version 19及以前，@Provide和@Consume双向同步仅支持声明式节点场景。 从API version 20开始，@Consume装饰的变量支持设置默认值。当查找不到@Provide的匹配结
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 学习UI范式状态管理 > 状态管理（V1） > 管理组件拥有的状态 > @Provide装饰器和@Consume装饰器：与后代组件双向同步,arkts-provide-and-consume,@Provide装饰器和@Consume装饰器：与后代组件双向同步,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-provide-and-consume,2,note,,43,16342e67adf74d13ac1e3dd923e8fd47206d5bc1b8c7dbf36d630049dbd3082e,从API version 11开始，@Provide，@Consume支持Map类型。
