section,root,menu_path,slug,page_title,url,position,level,heading,anchor_id
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 高效使用模糊,ui-use-blur-efficiently,高效使用模糊,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-use-blur-efficiently,1,1,高效使用模糊,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 高效使用模糊,ui-use-blur-efficiently,高效使用模糊,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-use-blur-efficiently,2,4,概述,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 高效使用模糊,ui-use-blur-efficiently,高效使用模糊,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-use-blur-efficiently,3,4,实现原理,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 高效使用模糊,ui-use-blur-efficiently,高效使用模糊,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-use-blur-efficiently,4,4,[h2]系统渲染工作流程,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 高效使用模糊,ui-use-blur-efficiently,高效使用模糊,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-use-blur-efficiently,5,4,[h2]RS模糊缓存工作流程,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 高效使用模糊,ui-use-blur-efficiently,高效使用模糊,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-use-blur-efficiently,6,4,合理使用背景模糊的取色方式,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 高效使用模糊,ui-use-blur-efficiently,高效使用模糊,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-use-blur-efficiently,7,4,[h2]场景描述,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 高效使用模糊,ui-use-blur-efficiently,高效使用模糊,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-use-blur-efficiently,8,4,[h2]实现原理,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 高效使用模糊,ui-use-blur-efficiently,高效使用模糊,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-use-blur-efficiently,9,4,[h2]开发步骤,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 高效使用模糊,ui-use-blur-efficiently,高效使用模糊,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-use-blur-efficiently,10,4,在背景模糊场景正确使用混合模式,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 高效使用模糊,ui-use-blur-efficiently,高效使用模糊,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-use-blur-efficiently,11,4,[h2]场景描述,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 高效使用模糊,ui-use-blur-efficiently,高效使用模糊,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-use-blur-efficiently,12,4,[h2]实现原理,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 高效使用模糊,ui-use-blur-efficiently,高效使用模糊,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-use-blur-efficiently,13,4,[h2]开发步骤,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 高效使用模糊,ui-use-blur-efficiently,高效使用模糊,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-use-blur-efficiently,14,4,总结,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 高效使用模糊,ui-use-blur-efficiently,高效使用模糊,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-use-blur-efficiently,15,4,示例代码,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 模糊卡顿问题定位与指导,ui-blur-stutter-locating-guide,模糊卡顿问题定位与指导,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-blur-stutter-locating-guide,1,1,模糊卡顿问题定位与指导,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 模糊卡顿问题定位与指导,ui-blur-stutter-locating-guide,模糊卡顿问题定位与指导,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-blur-stutter-locating-guide,2,4,概述,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 模糊卡顿问题定位与指导,ui-blur-stutter-locating-guide,模糊卡顿问题定位与指导,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-blur-stutter-locating-guide,3,4,图像模糊卡顿问题检测和分析,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 模糊卡顿问题定位与指导,ui-blur-stutter-locating-guide,模糊卡顿问题定位与指导,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-blur-stutter-locating-guide,4,4,图像模糊卡顿问题优化方案,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 模糊卡顿问题定位与指导,ui-blur-stutter-locating-guide,模糊卡顿问题定位与指导,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-blur-stutter-locating-guide,5,4,[h2]对图片组件使用静态模糊,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 模糊卡顿问题定位与指导,ui-blur-stutter-locating-guide,模糊卡顿问题定位与指导,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-blur-stutter-locating-guide,6,4,[h2]缩小模糊半径,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 动画效果 > 模糊 > 模糊卡顿问题定位与指导,ui-blur-stutter-locating-guide,模糊卡顿问题定位与指导,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/ui-blur-stutter-locating-guide,7,4,示例代码,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 帧动画（ohos.animator）,arkts-animator,帧动画（ohos.animator）,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-animator,1,1,帧动画（ohos.animator）,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 帧动画（ohos.animator）,arkts-animator,帧动画（ohos.animator）,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-animator,2,4,使用帧动画实现动画效果,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 帧动画（ohos.animator）,arkts-animator,帧动画（ohos.animator）,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-animator,3,4,使用帧动画实现小球抛物运动,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 优化动画性能,arkts-animation-usage-guide,优化动画性能,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-animation-usage-guide,1,1,优化动画性能,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 优化动画性能,arkts-animation-usage-guide,优化动画性能,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-animation-usage-guide,2,4,概述,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 优化动画性能,arkts-animation-usage-guide,优化动画性能,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-animation-usage-guide,3,4,提升动画感知流畅度,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 优化动画性能,arkts-animation-usage-guide,优化动画性能,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-animation-usage-guide,4,4,[h2]动效场景设计,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 优化动画性能,arkts-animation-usage-guide,优化动画性能,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-animation-usage-guide,5,4,[h2]动画能力选型,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 优化动画性能,arkts-animation-usage-guide,优化动画性能,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-animation-usage-guide,6,4,[h2]动画实践案例,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 优化动画性能,arkts-animation-usage-guide,优化动画性能,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-animation-usage-guide,7,4,[h2]提升动画感知流畅度总结,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 优化动画性能,arkts-animation-usage-guide,优化动画性能,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-animation-usage-guide,8,4,提升动画运行流畅度,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 优化动画性能,arkts-animation-usage-guide,优化动画性能,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-animation-usage-guide,9,4,[h2]使用系统提供的动画接口,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 优化动画性能,arkts-animation-usage-guide,优化动画性能,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-animation-usage-guide,10,4,[h2]使用图形变换属性变化组件,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 优化动画性能,arkts-animation-usage-guide,优化动画性能,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-animation-usage-guide,11,4,[h2]参数相同时使用同一个animateTo,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 优化动画性能,arkts-animation-usage-guide,优化动画性能,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-animation-usage-guide,12,4,[h2]多次animateTo时统一更新状态变量,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 优化动画性能,arkts-animation-usage-guide,优化动画性能,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-animation-usage-guide,13,4,[h2]使用renderGroup,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 优化动画性能,arkts-animation-usage-guide,优化动画性能,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-animation-usage-guide,14,4,[h2]提升动画运行流畅度总结,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用动画 > 优化动画性能,arkts-animation-usage-guide,优化动画性能,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-animation-usage-guide,15,4,合理使用动画总结,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力,arkts-user-defined-capabilities,使用自定义能力,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-capabilities,1,1,使用自定义能力,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义能力概述,arkts-user-defined,自定义能力概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined,1,1,自定义能力概述,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义能力概述,arkts-user-defined,自定义能力概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined,2,4,自定义能力分层,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义能力概述,arkts-user-defined,自定义能力概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined,3,4,自定义能力导览,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义组合,arkts-user-defined-composition,自定义组合,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-composition,1,1,自定义组合,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义组合,arkts-user-defined-composition,自定义组合,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-composition,2,4,概述,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义组合,arkts-user-defined-composition,自定义组合,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-composition,3,4,基本概念,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义组合,arkts-user-defined-composition,自定义组合,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-composition,4,4,自定义组合的典型场景,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点,arkts-nodes,自定义节点,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-nodes,1,1,自定义节点,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义节点概述,arkts-user-defined-node,自定义节点概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-node,1,1,自定义节点概述,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义节点概述,arkts-user-defined-node,自定义节点概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-node,2,4,基本概念,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义节点概述,arkts-user-defined-node,自定义节点概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-node,3,4,约束与限制,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义节点概述,arkts-user-defined-node,自定义节点概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-node,4,4,自定义占位节点,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义节点概述,arkts-user-defined-node,自定义节点概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-node,5,4,自定义组件节点 (FrameNode),
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义节点概述,arkts-user-defined-node,自定义节点概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-node,6,4,自定义渲染节点 (RenderNode),
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义节点概述,arkts-user-defined-node,自定义节点概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-node,7,4,自定义声明式节点 (BuilderNode),
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义节点概述,arkts-user-defined-node,自定义节点概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-node,8,4,设置自定义节点跨语言属性,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义节点概述,arkts-user-defined-node,自定义节点概述,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-node,9,4,组件动态创建开发实践,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义占位节点,arkts-user-defined-place-holder,自定义占位节点,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-place-holder,1,1,自定义占位节点,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义占位节点,arkts-user-defined-place-holder,自定义占位节点,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-place-holder,2,4,基本概念,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义占位节点,arkts-user-defined-place-holder,自定义占位节点,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-place-holder,3,4,使用NodeContainer挂载自定义节点,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义占位节点,arkts-user-defined-place-holder,自定义占位节点,https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-place-holder,4,4,NodeContainer和ContentSlot添加子节点布局差异,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义组件节点 (FrameNode),arkts-user-defined-arktsnode-framenode,自定义组件节点 (FrameNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-framenode,1,1,自定义组件节点 (FrameNode),
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义组件节点 (FrameNode),arkts-user-defined-arktsnode-framenode,自定义组件节点 (FrameNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-framenode,2,4,概述,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义组件节点 (FrameNode),arkts-user-defined-arktsnode-framenode,自定义组件节点 (FrameNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-framenode,3,4,创建和删除节点,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义组件节点 (FrameNode),arkts-user-defined-arktsnode-framenode,自定义组件节点 (FrameNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-framenode,4,4,判断节点是否可修改,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义组件节点 (FrameNode),arkts-user-defined-arktsnode-framenode,自定义组件节点 (FrameNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-framenode,5,4,获取对应的RenderNode节点,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义组件节点 (FrameNode),arkts-user-defined-arktsnode-framenode,自定义组件节点 (FrameNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-framenode,6,4,操作节点树,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义组件节点 (FrameNode),arkts-user-defined-arktsnode-framenode,自定义组件节点 (FrameNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-framenode,7,4,使用moveTo移动命令式节点,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义组件节点 (FrameNode),arkts-user-defined-arktsnode-framenode,自定义组件节点 (FrameNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-framenode,8,4,设置节点通用属性和事件回调,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义组件节点 (FrameNode),arkts-user-defined-arktsnode-framenode,自定义组件节点 (FrameNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-framenode,9,4,自定义测量布局与绘制,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义组件节点 (FrameNode),arkts-user-defined-arktsnode-framenode,自定义组件节点 (FrameNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-framenode,10,4,查找节点及获取基础信息,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义组件节点 (FrameNode),arkts-user-defined-arktsnode-framenode,自定义组件节点 (FrameNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-framenode,11,4,获取节点位置偏移信息,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义组件节点 (FrameNode),arkts-user-defined-arktsnode-framenode,自定义组件节点 (FrameNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-framenode,12,4,通过typeNode创建具体类型的FrameNode节点,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义组件节点 (FrameNode),arkts-user-defined-arktsnode-framenode,自定义组件节点 (FrameNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-framenode,13,4,解除当前FrameNode对象对实体FrameNode节点的引用关系,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义组件节点 (FrameNode),arkts-user-defined-arktsnode-framenode,自定义组件节点 (FrameNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-framenode,14,4,查询当前FrameNode是否解除引用,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义组件节点 (FrameNode),arkts-user-defined-arktsnode-framenode,自定义组件节点 (FrameNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-framenode,15,4,FrameNode的数据懒加载能力,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义组件节点 (FrameNode),arkts-user-defined-arktsnode-framenode,自定义组件节点 (FrameNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-framenode,16,4,查询LazyForEach中的FrameNode节点信息,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义组件节点 (FrameNode),arkts-user-defined-arktsnode-framenode,自定义组件节点 (FrameNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-framenode,17,4,调整自定义绘制Canvas的变换矩阵,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义组件节点 (FrameNode),arkts-user-defined-arktsnode-framenode,自定义组件节点 (FrameNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-framenode,18,4,更新当前帧节点,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义组件节点 (FrameNode),arkts-user-defined-arktsnode-framenode,自定义组件节点 (FrameNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-framenode,19,4,判断节点是否处于渲染状态,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义渲染节点 (RenderNode),arkts-user-defined-arktsnode-rendernode,自定义渲染节点 (RenderNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-rendernode,1,1,自定义渲染节点 (RenderNode),
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义渲染节点 (RenderNode),arkts-user-defined-arktsnode-rendernode,自定义渲染节点 (RenderNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-rendernode,2,4,概述,
开发,应用框架,开发 > 应用框架 > ArkUI（方舟UI框架） > UI开发 (ArkTS声明式开发范式) > 使用自定义能力 > 自定义节点 > 自定义渲染节点 (RenderNode),arkts-user-defined-arktsnode-rendernode,自定义渲染节点 (RenderNode),https://developer.huawei.com/consumer/cn/doc/harmonyos-guides/arkts-user-defined-arktsnode-rendernode,3,4,创建和删除节点,
